,age,Country,A1,A2_translation,vague,real_polarity_class,real_polarity
389,76,France,9.0,because i am happy with carrefour banque,Vague 2021,positive,2
390,57,France,10.0,three good,Vague 2021,positive,2
391,60,France,9.0,he follows me and helps me a lot,Vague 2021,positive,2
392,51,Italy,10.0,they are serious,Vague 2021,positive,2
393,56,France,8.0,no problem,Vague 2021,neutral,1
394,52,Italy,3.0,,Vague 2021,negative,0
395,61,France,7.0,interesting rate,Vague 2021,neutral,1
396,47,France,8.0,because the subscription was simple the correct rate,Vague 2021,neutral,1
397,36,France,5.0,i do not recommend anyone to take a loan. the counselors are not payers,Vague 2021,negative,0
398,23,Italy,7.0,because yes,Vague 2021,neutral,1
399,30,Italy,7.0,great service to buy a product,Vague 2021,neutral,1
400,57,France,9.0,"speed, simplicity, very good rate",Vague 2021,positive,2
401,39,France,9.0,"the adviser guided us well, very well advised and is very available and attentive to our needs.",Vague 2021,positive,2
402,53,France,7.0,few additional costs. soft,Vague 2021,neutral,1
403,39,Italy,9.0,coupons,Vague 2021,positive,2
404,70,France,7.0,a credit is personal it only concerns the borrower,Vague 2021,neutral,1
405,65,France,6.0,because this credit is easy but dangerous and very expensive,Vague 2021,negative,0
406,55,France,5.0,rates. mandatory if you want a guarantee,Vague 2021,negative,0
407,66,France,8.0,satisfied,Vague 2021,neutral,1
408,37,Italy,6.0,it is a good banking institution with excellent loan opportunities,Vague 2021,negative,0
409,34,Italy,8.0,kind and clear,Vague 2021,neutral,1
410,67,Italy,7.0,good relations,Vague 2021,neutral,1
411,32,Italy,5.0,positive,Vague 2021,negative,0
412,44,France,7.0,for the moment i have not had to complain about the services of the cic,Vague 2021,neutral,1
413,64,Italy,10.0,very serious,Vague 2021,positive,2
414,49,Italy,7.0,nomev,Vague 2021,neutral,1
415,39,France,8.0,good rate,Vague 2021,neutral,1
417,42,France,7.0,serious bank in which i trust,Vague 2021,neutral,1
418,65,France,10.0,no problem with la banque postale.,Vague 2021,positive,2
419,69,France,9.0,"human relations, advice",Vague 2021,positive,2
420,78,France,7.0,,Vague 2021,neutral,1
421,60,Italy,2.0,reliable ppco,Vague 2021,negative,0
422,60,France,10.0,speed of loan,Vague 2021,positive,2
423,67,Italy,7.0,facilitates the granting of the loan and the convenience of repayment,Vague 2021,neutral,1
424,50,Italy,8.0,i had no problems,Vague 2021,neutral,1
425,70,Italy,7.0,i needed,Vague 2021,neutral,1
426,28,France,8.0,"very good contact with my adviser, speed and simplicity of execution",Vague 2021,neutral,1
427,48,Italy,8.0,excellent service,Vague 2021,neutral,1
428,55,France,8.0,"very practical, payment often in installments free of charge depending on the amount to be reimbursed, also serves as a loyalty card, classic payment",Vague 2021,neutral,1
429,53,Italy,7.0,"never had any problems, fast delivery",Vague 2021,neutral,1
430,35,Italy,8.0,it is a very well established institution. ready for innovation.,Vague 2021,neutral,1
431,59,France,6.0,it all depends on your advisor,Vague 2021,negative,0
432,60,France,5.0,"necessity, obviously, not for fun",Vague 2021,negative,0
433,61,Italy,6.0,however not modest costs,Vague 2021,negative,0
434,42,Italy,7.0,easy dispensing,Vague 2021,neutral,1
435,71,France,8.0,it is a bank that is quite close to its customers,Vague 2021,neutral,1
436,37,France,8.0,in,Vague 2021,neutral,1
437,38,Italy,10.0,,Vague 2021,positive,2
438,45,France,8.0,no problem,Vague 2021,neutral,1
439,68,France,5.0,"good for the ease of obtaining, less good for the credit rate",Vague 2021,negative,0
440,33,France,6.0,according to the services that i could benefit from.,Vague 2021,negative,0
441,40,France,7.0,simple good rate,Vague 2021,neutral,1
442,73,France,9.0,"seriousness, professionalism, consideration of the customer's needs",Vague 2021,positive,2
443,72,France,10.0,speed and simplicity,Vague 2021,positive,2
444,54,France,7.0,for the reception,Vague 2021,neutral,1
445,69,Italy,9.0,clarity of procedures,Vague 2021,positive,2
446,37,Italy,7.0,slightly high interest rates,Vague 2021,neutral,1
447,74,France,8.0,it's good without being perfect,Vague 2021,neutral,1
448,65,France,6.0,,Vague 2021,negative,0
450,41,Italy,8.0,seriousness,Vague 2021,neutral,1
451,62,Italy,8.0,optimal,Vague 2021,neutral,1
452,51,France,9.0,products offered adapted to my needs,Vague 2021,positive,2
453,48,Italy,6.0,credit ready,Vague 2021,negative,0
454,55,France,9.0,close listening close to customers,Vague 2021,positive,2
455,58,France,7.0,everything went well when taking out the loan,Vague 2021,neutral,1
456,61,Italy,9.0,optimal,Vague 2021,positive,2
457,71,Italy,8.0,customers are listened to in the branch where they expose the problems they are experiencing and then an attempt is made to find a solution,Vague 2021,neutral,1
458,64,France,9.0,the speed of registration and the receipt of the credit agreement...the monthly payments...the costs...,Vague 2021,positive,2
459,52,Italy,10.0,"efficient bank, at no cost, family banker always available, competent and always reoerable customer service, convenience, to make many online transactions",Vague 2021,positive,2
460,55,Italy,8.0,very serious,Vague 2021,neutral,1
461,19,France,6.0,in,Vague 2021,negative,0
462,51,Italy,6.0,quite serious,Vague 2021,negative,0
463,60,Italy,7.0,everything is almost all right,Vague 2021,neutral,1
464,41,France,8.0,reliable bank,Vague 2021,neutral,1
465,37,Italy,10.0,great efficiency and widespread coverage on the territory,Vague 2021,positive,2
466,43,Italy,10.0,excellent customer care excellent financing conditions excellent home banking services through the app,Vague 2021,positive,2
467,37,Italy,6.0,low rates compared to the competition,Vague 2021,negative,0
468,58,Italy,8.0,interest rates on acceptable values,Vague 2021,neutral,1
469,56,Italy,10.0,i've always enjoyed it,Vague 2021,positive,2
470,28,Italy,10.0,very convenient and maximum transparency,Vague 2021,positive,2
471,46,Italy,8.0,quality,Vague 2021,neutral,1
472,46,France,6.0,because they have like all the banks ... they pay themselves gf on the backs of people,Vague 2021,negative,0
473,63,France,9.0,fast and problem-free file processing,Vague 2021,positive,2
474,42,Italy,7.0,i think it can help people in over-indebted distress pay all debts in installments and pay them off permanently.,Vague 2021,neutral,1
475,27,Italy,8.0,excellent value for money,Vague 2021,neutral,1
476,48,Italy,6.0,i have known him for a short time,Vague 2021,negative,0
477,34,France,3.0,because it is not a solution to have consumer credit,Vague 2021,negative,0
478,43,Italy,6.0,nnso,Vague 2021,negative,0
479,52,Italy,2.0,very bad customer service and organization,Vague 2021,negative,0
480,61,Italy,9.0,speed of disbursement and zero interest rate,Vague 2021,positive,2
481,59,France,9.0,trust,Vague 2021,positive,2
482,40,France,10.0,speed and confidence,Vague 2021,positive,2
483,23,Italy,8.0,"they looked after me very well, they offer excellent assistance",Vague 2021,neutral,1
484,52,France,6.0,ras,Vague 2021,negative,0
485,56,France,8.0,serious establishment,Vague 2021,neutral,1
486,56,France,9.0,facility to repay this credit in 4 installments,Vague 2021,positive,2
487,39,Italy,8.0,is better,Vague 2021,neutral,1
488,55,Italy,5.0,the experience is not entirely positive,Vague 2021,negative,0
489,56,France,7.0,only bank to lend me money without complaining,Vague 2021,neutral,1
490,31,Italy,5.0,hope to improve the service,Vague 2021,negative,0
491,29,France,8.0,"listening, they my offer several solutions and the rate is relatively low",Vague 2021,neutral,1
492,64,France,5.0,when buying it seemed practical to me but since then i have not used it and i pay the membership fee every month,Vague 2021,negative,0
493,26,Italy,7.0,reliability,Vague 2021,neutral,1
494,36,France,9.0,the network proximity listening,Vague 2021,positive,2
495,54,Italy,9.0,they are accurate,Vague 2021,positive,2
496,68,France,9.0,speed and efficiency,Vague 2021,positive,2
497,42,Italy,7.0,no problems arose,Vague 2021,neutral,1
498,50,Italy,3.0,i don't do financial anymore,Vague 2021,negative,0
499,34,Italy,7.0,sometimes few communications,Vague 2021,neutral,1
500,56,France,10.0,everything is fine,Vague 2021,positive,2
501,66,France,5.0,a expensive egg after reflection,Vague 2021,negative,0
502,61,France,8.0,correct rate,Vague 2021,neutral,1
503,23,Italy,6.0,efficient service,Vague 2021,negative,0
504,40,Italy,8.0,customer focus,Vague 2021,neutral,1
505,38,France,7.0,top,Vague 2021,neutral,1
506,32,Italy,8.0,because i'm enjoying myself,Vague 2021,neutral,1
507,34,France,1.0,i am not a fan of this bank,Vague 2021,negative,0
508,40,France,10.0,,Vague 2021,positive,2
509,34,Italy,6.0,a bunch,Vague 2021,negative,0
510,52,France,5.0,i have no opinion on this subject,Vague 2021,negative,0
511,41,France,8.0,no problem,Vague 2021,neutral,1
512,56,Italy,9.0,i feel followed,Vague 2021,positive,2
513,46,France,10.0,attractive correct urea levels,Vague 2021,positive,2
514,66,France,9.0,nothing extraordinary either negatively or positively. correct set.,Vague 2021,positive,2
515,50,France,6.0,"a decent bank, but like the others a declining service",Vague 2021,negative,0
516,56,Italy,5.0,,Vague 2021,negative,0
517,42,Italy,4.0,"too much advertising spam, unfortunately my insurance relies on agos for the installment payment of the car insurance",Vague 2021,negative,0
518,62,France,8.0,quick response from the body,Vague 2021,neutral,1
519,52,France,2.0,not close to its customers long to respond,Vague 2021,negative,0
520,34,France,6.0,high end phone,Vague 2021,negative,0
521,49,France,9.0,reactive compared to other banks. lower interest rates thanks to the fact that the bank took into account that my wife is a civil servant,Vague 2021,positive,2
522,43,France,7.0,good communication and possibility of deferring monthly payment,Vague 2021,neutral,1
523,38,Italy,7.0,they have quite affordable annual fees but as credits there are other banks that offer more,Vague 2021,neutral,1
524,37,Italy,6.0,costly,Vague 2021,negative,0
525,71,France,8.0,everything went well during the subscription,Vague 2021,neutral,1
526,43,France,10.0,it's a credit card that allows me to obtain a reserve of money available,Vague 2021,positive,2
527,51,France,5.0,a first small credit experience,Vague 2021,negative,0
528,66,France,8.0,proximity to my bank for a long time,Vague 2021,neutral,1
529,40,Italy,4.0,they are not clear and offer no assistance,Vague 2021,negative,0
530,71,Italy,7.0,i needed it,Vague 2021,neutral,1
531,45,Italy,3.0,interest too high,Vague 2021,negative,0
532,62,France,8.0,they advise you well,Vague 2021,neutral,1
533,48,Italy,7.0,convenience and clarity,Vague 2021,neutral,1
534,43,Italy,10.0,innovative to safeguard customers,Vague 2021,positive,2
535,23,France,7.0,"the bank in general and good, but the advisors are difficult to reach",Vague 2021,neutral,1
536,35,France,6.0,in,Vague 2021,negative,0
537,40,France,6.0,good,Vague 2021,negative,0
538,53,Italy,10.0,simplicity in obtaining the loan and interest in line with those of other banks and financial companies,Vague 2021,positive,2
539,47,France,6.0,in,Vague 2021,negative,0
540,59,Italy,7.0,fast enough to disburse the loan.,Vague 2021,neutral,1
541,50,France,9.0,service quality,Vague 2021,positive,2
542,47,Italy,1.0,too high interest,Vague 2021,negative,0
543,66,France,9.0,listening advisor. good products. top website,Vague 2021,positive,2
544,44,Italy,9.0,very simple procedures efficient and friendly customer support,Vague 2021,positive,2
545,68,France,8.0,through the maaf. ease and speed.,Vague 2021,neutral,1
546,51,Italy,9.0,it offers excellent interest rates but sometimes there have been administrative problems,Vague 2021,positive,2
547,76,France,10.0,advice from our correspondent at the bank,Vague 2021,positive,2
548,69,France,8.0,"serious, listening",Vague 2021,neutral,1
549,52,France,7.0,"welcome, advice, speed, price",Vague 2021,neutral,1
550,32,France,9.0,they are very responsive with excellent customer service.,Vague 2021,positive,2
551,60,France,8.0,"speed, security",Vague 2021,neutral,1
552,31,Italy,8.0,perfect,Vague 2021,neutral,1
553,36,France,10.0,interesting,Vague 2021,positive,2
554,26,Italy,8.0,excellent for seriousness and offer with a very low rate,Vague 2021,neutral,1
555,55,France,7.0,fast response and interesting rate,Vague 2021,neutral,1
556,67,France,7.0,funny question,Vague 2021,neutral,1
557,34,Italy,7.0,i have always enjoyed it,Vague 2021,neutral,1
558,55,France,10.0,simple credit in 3 or 4 installments at no cost which allows you to easily integrate a purchase into your budget,Vague 2021,positive,2
559,36,France,8.0,"reliability, personalized follow-up",Vague 2021,neutral,1
560,53,Italy,7.0,house,Vague 2021,neutral,1
561,57,Italy,9.0,well structured and organized company.,Vague 2021,positive,2
562,62,France,3.0,too expensive,Vague 2021,negative,0
563,34,France,10.0,hgvchgvhdfvhsdfsd,Vague 2021,positive,2
564,61,Italy,6.0,"financing concluded quietly, without problems. the costs of commission for the payment of installments are a bit high",Vague 2021,negative,0
565,30,France,7.0,esf,Vague 2021,neutral,1
566,38,Italy,10.0,great service and always accurate,Vague 2021,positive,2
567,56,Italy,9.0,reliability and reliability.,Vague 2021,positive,2
568,39,France,7.0,speed of processing our customer request for a long time effective adviser,Vague 2021,neutral,1
569,55,France,6.0,it's fast and they are correct,Vague 2021,negative,0
570,69,Italy,8.0,fast loan and low interest rates,Vague 2021,neutral,1
571,42,Italy,7.0,zero interest,Vague 2021,neutral,1
572,61,Italy,9.0,speed and transparency,Vague 2021,positive,2
573,52,Italy,5.0,they are persistent with advertising but serious,Vague 2021,negative,0
574,69,France,7.0,"client for nearly 50 years, my current agency does not give me complete satisfaction.",Vague 2021,neutral,1
