,age,Country,A1,A2_translation,vague
52527,60,France,5.0,"Necessity, obviously, not for fun",Vague 2021
52528,61,Italy,6.0,however not modest costs,Vague 2021
52529,42,Italy,7.0,Easy dispensing,Vague 2021
52530,71,France,8.0,it is a bank that is quite close to its customers,Vague 2021
52531,37,France,8.0,in,Vague 2021
52532,38,Italy,10.0,ok,Vague 2021
52533,45,France,8.0,No problem,Vague 2021
52534,68,France,5.0,"Good for the ease of obtaining, less good for the credit rate",Vague 2021
52535,33,France,6.0,According to the services that I could benefit from.,Vague 2021
52536,40,France,7.0,SIMPLE GOOD RATE,Vague 2021
52537,73,France,9.0,"Seriousness, professionalism, consideration of the customer's needs",Vague 2021
52538,72,France,10.0,speed and simplicity,Vague 2021
52539,54,France,7.0,For the reception,Vague 2021
52540,69,Italy,9.0,Clarity of procedures,Vague 2021
52541,37,Italy,7.0,Slightly high interest rates,Vague 2021
52542,74,France,8.0,It's good without being perfect,Vague 2021
52543,65,France,6.0,any,Vague 2021
52544,54,Italy,6.0,,Vague 2021
52545,41,Italy,8.0,seriousness,Vague 2021
52546,62,Italy,8.0,Optimal,Vague 2021
52547,51,France,9.0,Products offered adapted to my needs,Vague 2021
52548,48,Italy,6.0,Credit ready,Vague 2021
52549,55,France,9.0,close listening close to customers,Vague 2021
52550,58,France,7.0,Everything went well when taking out the loan,Vague 2021
52551,61,Italy,9.0,Optimal,Vague 2021
52552,71,Italy,8.0,Customers are listened to in the branch where they expose the problems they are experiencing and then an attempt is made to find a solution,Vague 2021
52553,64,France,9.0,the speed of registration and the receipt of the credit agreement...the monthly payments...the costs...,Vague 2021
52554,52,Italy,10.0,"Efficient bank, at no cost, family banker always available, competent and always reoerable customer service, convenience, to make many online transactions",Vague 2021
52555,55,Italy,8.0,Very serious,Vague 2021
52556,19,France,6.0,in,Vague 2021
52557,51,Italy,6.0,quite serious,Vague 2021
52558,60,Italy,7.0,everything is almost all right,Vague 2021
52559,41,France,8.0,reliable bank,Vague 2021
52560,37,Italy,10.0,Great efficiency and widespread coverage on the territory,Vague 2021
52561,43,Italy,10.0,excellent customer care excellent financing conditions excellent home banking services through the app,Vague 2021
52562,37,Italy,6.0,Low rates compared to the competition,Vague 2021
52563,58,Italy,8.0,Interest rates on acceptable values,Vague 2021
52564,56,Italy,10.0,I've always enjoyed it,Vague 2021
52565,28,Italy,10.0,Very convenient and maximum transparency,Vague 2021
52566,46,Italy,8.0,quality,Vague 2021
52567,46,France,6.0,Because they have like all the banks ... they pay themselves gf on the backs of people,Vague 2021
52568,63,France,9.0,fast and problem-free file processing,Vague 2021
52569,42,Italy,7.0,I think it can help people in over-indebted distress pay all debts in installments and pay them off permanently.,Vague 2021
52570,27,Italy,8.0,excellent value for money,Vague 2021
52571,48,Italy,6.0,I have known him for a short time,Vague 2021
52572,34,France,3.0,Because it is not a solution to have consumer credit,Vague 2021
52573,43,Italy,6.0,nnso,Vague 2021
52574,52,Italy,2.0,very bad customer service and organization,Vague 2021
52575,61,Italy,9.0,Speed of disbursement and zero interest rate,Vague 2021
52576,59,France,9.0,Trust,Vague 2021
52577,40,France,10.0,Speed and confidence,Vague 2021
52578,23,Italy,8.0,"They looked after me very well, they offer excellent assistance",Vague 2021
52579,52,France,6.0,RAS,Vague 2021
52580,56,France,8.0,Serious establishment,Vague 2021
52581,56,France,9.0,Facility to repay this credit in 4 installments,Vague 2021
52582,39,Italy,8.0,Is better,Vague 2021
52583,55,Italy,5.0,The experience is not entirely positive,Vague 2021
52584,56,France,7.0,Only bank to lend me money without complaining,Vague 2021
52585,31,Italy,5.0,Hope to improve the service,Vague 2021
52586,29,France,8.0,"Listening, they my offer several solutions and the rate is relatively low",Vague 2021
52587,64,France,5.0,when buying it seemed practical to me but since then I have not used it and I pay the membership fee every month,Vague 2021
52588,26,Italy,7.0,Reliability,Vague 2021
52589,36,France,9.0,The network Proximity Listening,Vague 2021
52590,54,Italy,9.0,They are accurate,Vague 2021
52591,68,France,9.0,Speed and efficiency,Vague 2021
52592,42,Italy,7.0,no problems arose,Vague 2021
52593,50,Italy,3.0,I don't do financial anymore,Vague 2021
52594,34,Italy,7.0,Sometimes few communications,Vague 2021
52595,56,France,10.0,EVERYTHING IS FINE,Vague 2021
52596,66,France,5.0,A expensive egg after reflection,Vague 2021
52597,61,France,8.0,correct rate,Vague 2021
52598,23,Italy,6.0,Efficient service,Vague 2021
52599,40,Italy,8.0,customer focus,Vague 2021
52600,38,France,7.0,Top,Vague 2021
52601,32,Italy,8.0,Because I'm enjoying myself,Vague 2021
52602,34,France,1.0,I am not a fan of this bank,Vague 2021
52603,40,France,10.0,Nothing,Vague 2021
52604,34,Italy,6.0,A bunch,Vague 2021
52605,52,France,5.0,I have no opinion on this subject,Vague 2021
52606,41,France,8.0,no problem,Vague 2021
52607,56,Italy,9.0,I feel followed,Vague 2021
52608,46,France,10.0,Attractive correct urea levels,Vague 2021
52609,66,France,9.0,Nothing extraordinary either negatively or positively. Correct set.,Vague 2021
52610,50,France,6.0,"a decent bank, but like the others a declining service",Vague 2021
52611,56,Italy,5.0,Tassi alti,Vague 2021
52612,42,Italy,4.0,"Too much advertising spam, unfortunately my insurance relies on Agos for the installment payment of the car insurance",Vague 2021
52613,62,France,8.0,quick response from the body,Vague 2021
52614,52,France,2.0,not close to its customers long to respond,Vague 2021
52615,34,France,6.0,high end phone,Vague 2021
52616,49,France,9.0,reactive compared to other banks. lower interest rates thanks to the fact that the bank took into account that my wife is a civil servant,Vague 2021
52617,43,France,7.0,Good communication and possibility of deferring monthly payment,Vague 2021
52618,38,Italy,7.0,They have quite affordable annual fees but as credits there are other banks that offer more,Vague 2021
52619,37,Italy,6.0,costly,Vague 2021
52620,71,France,8.0,everything went well during the subscription,Vague 2021
52621,43,France,10.0,it's a credit card that allows me to obtain a reserve of money available,Vague 2021
52622,51,France,5.0,a first small credit experience,Vague 2021
52623,66,France,8.0,Proximity to my bank for a long time,Vague 2021
52624,40,Italy,4.0,They are not clear and offer no assistance,Vague 2021
52625,71,Italy,7.0,I needed it,Vague 2021
52626,45,Italy,3.0,Interest too high,Vague 2021
52627,62,France,8.0,they advise you well,Vague 2021
52628,48,Italy,7.0,Convenience and clarity,Vague 2021
52629,43,Italy,10.0,Innovative to safeguard customers,Vague 2021
52630,23,France,7.0,"The bank in general and good, but the advisors are difficult to reach",Vague 2021
52631,35,France,6.0,in,Vague 2021
52632,40,France,6.0,good,Vague 2021
52633,53,Italy,10.0,Simplicity in obtaining the loan and interest in line with those of other banks and financial companies,Vague 2021
52634,47,France,6.0,in,Vague 2021
52635,59,Italy,7.0,Fast enough to disburse the loan.,Vague 2021
52636,50,France,9.0,service quality,Vague 2021
52637,47,Italy,1.0,too high interest,Vague 2021
52638,66,France,9.0,Listening advisor. Good products. Top website,Vague 2021
52639,44,Italy,9.0,very simple procedures efficient and friendly customer support,Vague 2021
52640,68,France,8.0,Through the MAAF. Ease and speed.,Vague 2021
52641,51,Italy,9.0,It offers excellent interest rates but sometimes there have been administrative problems,Vague 2021
52642,76,France,10.0,Advice from our correspondent at the bank,Vague 2021
52643,69,France,8.0,"serious, listening",Vague 2021
52644,52,France,7.0,"Welcome, advice, speed, price",Vague 2021
52645,32,France,9.0,They are very responsive with excellent customer service.,Vague 2021
52646,60,France,8.0,"Speed, security",Vague 2021
52647,31,Italy,8.0,Perfect,Vague 2021
52648,36,France,10.0,INTERESTING,Vague 2021
52649,26,Italy,8.0,Excellent for seriousness and offer with a very low rate,Vague 2021
52650,55,France,7.0,fast response and interesting rate,Vague 2021
52651,67,France,7.0,funny question,Vague 2021
52652,34,Italy,7.0,I have always enjoyed it,Vague 2021
52653,55,France,10.0,Simple credit in 3 or 4 installments at no cost which allows you to easily integrate a purchase into your budget,Vague 2021
52654,36,France,8.0,"reliability, personalized follow-up",Vague 2021
52655,53,Italy,7.0,House,Vague 2021
52656,57,Italy,9.0,Well structured and organized company.,Vague 2021
52657,62,France,3.0,Too expensive,Vague 2021
52658,34,France,10.0,hgvchgvhdfvhsdfsd,Vague 2021
52659,61,Italy,6.0,"financing concluded quietly, without problems. the costs of commission for the payment of installments are a bit high",Vague 2021
52660,30,France,7.0,esf,Vague 2021
52661,38,Italy,10.0,Great service and always accurate,Vague 2021
52662,56,Italy,9.0,Reliability and reliability.,Vague 2021
52663,39,France,7.0,speed of processing our customer request for a long time effective adviser,Vague 2021
52664,55,France,6.0,it's fast and they are correct,Vague 2021
52665,69,Italy,8.0,fast loan and low interest rates,Vague 2021
52666,42,Italy,7.0,Zero interest,Vague 2021
52667,61,Italy,9.0,Speed and transparency,Vague 2021
52668,52,Italy,5.0,They are persistent with advertising but serious,Vague 2021
52669,69,France,7.0,"Client for nearly 50 years, my current agency does not give me complete satisfaction.",Vague 2021
52670,50,France,7.0,Credit management was easy.,Vague 2021
52671,57,France,10.0,I find this organization not too expensive and it has always been there for me in hard times.,Vague 2021
52672,29,France,7.0,I've never had any issues so far,Vague 2021
52673,62,Italy,8.0,good reliability,Vague 2021
52674,33,Italy,9.0,in,Vague 2021
52675,63,France,10.0,"Interesting rates, ease of implementation, good listening to the bank",Vague 2021
52676,67,Italy,8.0,Easily activated,Vague 2021
52677,83,Italy,9.0,transparent service,Vague 2021
52678,51,Italy,8.0,"My rating for the traditional credit that I was granted by Credem is 8 because it is a decent credit, it was easy to get it and above all not complicated so I would recommend others to do it.",Vague 2021
52679,53,Italy,6.0,Because I have no debt,Vague 2021
52680,67,France,7.0,speed of supply,Vague 2021
52681,69,France,0.0,"Laborious implementation of the file, errors rectified late with a lot of bad will, and no reimbursement of the additional cost that this entailed for 3 months",Vague 2021
52682,70,France,8.0,because no problem with this credit taken from my bank,Vague 2021
52683,23,Italy,7.0,I do not know,Vague 2021
52684,38,France,8.0,I am satisfied,Vague 2021
52685,57,France,8.0,Loan offer at the correct rate Agency available if you need to meet with an advisor,Vague 2021
52686,51,France,10.0,"Speed of treatment. Clarity of credit information, derisory credit card cost. Loyalty benefits.",Vague 2021
52687,65,Italy,7.0,"Good timing for disbursement, reduced bureaucracy, good repayment plan",Vague 2021
52688,50,Italy,7.0,"accuracy, courtesy. Overall I had no problems",Vague 2021
52689,37,France,7.0,No particular problem,Vague 2021
52690,41,Italy,4.0,Slowness in procedures and responses,Vague 2021
52691,65,France,9.0,this bank satisfies me,Vague 2021
52692,53,France,6.0,the service,Vague 2021
52693,70,France,6.0,Correct but regularly pushes consumption,Vague 2021
52694,62,France,5.0,Are too intrusive,Vague 2021
52695,41,Italy,6.0,Comfortable,Vague 2021
52696,57,Italy,7.0,dispensing speed,Vague 2021
52697,71,France,8.0,good impression,Vague 2021
52698,44,France,7.0,Positive: it can always be used if needed Negative: what if we have it stolen with contactless payment?,Vague 2021
52699,82,Italy,7.0,conditions are good and meet the need for flexibility,Vague 2021
52700,69,France,5.0,Neither better nor worse than the others and very expensive,Vague 2021
52701,76,France,8.0,"Effective, rate 0% over 4 months",Vague 2021
52702,41,Italy,9.0,I had a good time,Vague 2021
52703,41,France,8.0,for services and proximity,Vague 2021
52704,57,Italy,9.0,I have already found myself well in previous funding,Vague 2021
52705,42,France,5.0,little responsiveness,Vague 2021
52706,45,France,5.0,Ras,Vague 2021
52707,42,France,8.0,GOOD CUSTOMER SERVICE,Vague 2021
52708,55,France,10.0,quick to listen appropriate response and friendly,Vague 2021
52709,38,France,7.0,it's a reasonable rating that is well rated,Vague 2021
52710,50,Italy,1.0,"lack of clarity, continuous unilateral changes to the contract",Vague 2021
52711,61,France,8.0,I needed a helping hand to complete the renovation work. I got the amount I needed,Vague 2021
52712,35,Italy,7.0,it seems to me a reliable service,Vague 2021
52713,56,Italy,10.0,Fair and reliable bank,Vague 2021
52714,54,France,8.0,in,Vague 2021
52715,54,Italy,10.0,Good rates,Vague 2021
52716,58,Italy,10.0,Seriousness,Vague 2021
52717,56,Italy,5.0,poor transparency,Vague 2021
52718,52,Italy,7.0,Reliability clarity,Vague 2021
52719,68,France,7.0,I have been a user for a long time and everything is fine,Vague 2021
52720,57,Italy,7.0,pretty good rate,Vague 2021
52721,56,Italy,8.0,excellent service,Vague 2021
52722,43,France,8.0,Very good financial service,Vague 2021
52723,63,France,9.0,am satisfied with my bank,Vague 2021
52724,55,France,6.0,Nothing is perfect,Vague 2021
52725,68,France,9.0,Setting up the cret,Vague 2021
52726,53,France,7.0,-,Vague 2021
52727,49,Italy,8.0,practicality,Vague 2021
52728,55,Italy,0.0,"Due to some delays but paid, they continue to harass. So I wouldn't propose this bank to anyone.",Vague 2021
52729,59,France,9.0,we have been loyal to this bank for 26 years. No problem.,Vague 2021
52730,18,Italy,8.0,I do not know,Vague 2021
52731,66,France,10.0,Impeccable and fast service very professional,Vague 2021
